;B1;B2;B3;B4;B5;B6
X276_26820;975.71732;842.0807485;629.9978752;531.617044;445.2781487;524.7205417
X276_26815;672.8459586;571.2663943;406.7566816;372.0137061;335.6758143;290.1704596
X276_26810;150.2697944;151.1521977;95.8598549;95.9590439;71.07726318;59.81814175
X276_26805;1436.631051;874.3117318;654.6105407;604.1281901;567.7221735;501.1081173
X276_26800;477.4952259;333.4239655;234.4680235;221.0801792;212.6345016;171.5836171
X276_26795;3297.126557;2615.896245;1957.354605;1518.793245;1586.396731;1546.876157
X276_26790;5347.531993;4384.154675;3874.551703;3216.105779;2938.357951;2873.369686
X276_26785;4.145373638;2.963768582;3.886210334;3.349699684;2.687795666;3.673043792
X276_26780;5.699888752;7.779892529;6.477017223;6.108275895;8.063386999;8.920249209
X276_26775;8614.345505;8604.561137;5149.012792;8176.419888;4422.917091;10966.65932
X276_26770;106.7433712;74.46468563;90.67824112;110.7371307;58.53421674;85.5294483
X276_26765;12.95429262;9.632247893;10.14732698;12.41359295;7.16745511;10.49441083
X276_26760;61.40334701;47.04982625;54.62284525;63.44725284;56.74235296;61.91702392
X276_26755;160.1150568;178.196586;184.5949909;167.8790665;163.3582477;174.2072198
X276_26750;328.261775;363.8025935;424.4605287;530.8288794;395.4046069;411.3809047
X276_26745;37.30836274;43.34511552;53.54334238;102.4614021;65.10438392;66.11478825
X276_26740;20.72686819;5.927537165;11.658631;30.34433832;11.94575852;10.49441083
X276_26735;39.38104956;8.891305747;15.97664248;27.97984442;14.63355418;17.31577788
X276_26730;73.58038207;30.0081569;53.97514353;45.12242516;47.48439011;57.71925959
X276_26725;85.23924543;28.52627261;53.54334238;51.82182453;45.0952384;59.81814175
X276_26720;62.43969042;40.01087586;49.2253309;42.75793126;34.34405574;39.35404063
X276_26715;392.7741522;319.7165358;334.4299893;393.4911923;318.9517524;289.1210185
X276_26710;476.7179684;343.7971556;342.6342111;396.0527274;409.4408732;344.7413959
X276_26705;12.43612091;58.5344295;255.1944786;403.1462091;193.521288;124.3587684
X276_26700;2.849944376;5.557066092;8.636022964;13.00471642;13.14033437;12.06857246
X276_26695;235.7681257;905.4313019;1106.922243;1643.126216;1161.426372;816.9898834
X276_26690;1.554515114;10.00271897;13.16993502;15.96033379;13.73762229;12.06857246
X276_26685;453.4002416;333.7944366;347.1681232;312.3102353;310.2910775;299.6154293
X276_26680;73.32129622;45.56794195;43.61191597;48.86620716;40.91422292;40.92820225
X276_26675;97.15719464;50.01359483;58.07725443;102.4614021;82.12708981;69.78783205
X276_26670;1218.480764;744.6468563;796.889019;1423.425325;1271.924638;1201.61004
X276_26665;49.74448365;50.75453697;83.55352218;113.1016246;95.26742418;80.28224288
X276_26660;377.4880869;583.8624107;1153.340867;1959.771356;817.0898826;1743.12164
X276_26655;318.1574267;446.0471716;547.0920548;472.5046966;466.1832261;534.690232
X276_26650;888.9235595;1316.654193;1324.334122;1159.390173;1149.779257;1248.310169
X276_26645;274.6310035;191.9040157;220.8662873;147.5838273;108.7064025;146.9217517
X276_26640;142.4972188;99.65671858;113.1319008;173.0021366;153.5029969;157.4161625
X276_26635;86.79376054;533.8488159;619.6346477;1109.341719;1899.972892;896.2226852
X276_26630;395.8831824;1146.237499;1673.66125;4177.075506;4413.957772;2814.600986
X276_26625;480.863342;41.49276015;64.12247051;52.01886568;31.35761611;59.81814175
X276_26620;458.5819587;384.9194446;303.9880083;200.7849399;220.3992446;289.1210185
X276_26615;643.8283431;521.9937416;484.4808883;326.6942398;384.3547803;461.2293562
X276_26610;956.0267952;935.4394588;712.255994;662.0582905;682.7000993;701.0266437
X276_26605;852.3924543;780.2120793;632.156881;619.4974004;607.7404646;574.0442726
X276_26600;1953.766413;1513.003861;1356.287407;1689.82497;1454.694743;1229.420229
X276_26595;714.5587808;505.3225433;354.5087427;2290.800502;8237.197786;7548.104992
X276_26590;73.06221037;83.72646245;207.2645511;377.7278997;320.7436162;208.8387756
X276_26585;13.47246432;27.78533046;285.2046584;889.8378691;551.5953995;299.0907088
X276_26580;110.629659;127.071578;125.222333;116.4513243;149.9192694;166.3364117
X276_26575;85.49833128;98.91577644;87.65563309;100.8850728;133.4938514;162.1386474
X276_26570;82.90747276;51.12500805;80.09911299;95.9590439;91.08640869;65.59006771
X276_26835;21.7632116;20.74638008;145.0851858;477.2336844;391.5222354;192.0477183
X276_26565;18.65418137;14.81884291;122.6315261;358.6149074;305.2141301;177.3555431
X276_26560;50.00356951;38.1585205;77.5083061;67.388076;36.73320744;77.13391963
X276_26555;1888.476778;1647.11439;1410.478451;2613.553918;1200.250087;1055.213009
X276_26550;1825.25983;865.049955;1157.442978;2405.872538;1382.12426;927.7059177
X276_26545;25.90858524;21.8577933;46.63452401;92.60934421;67.49353562;56.14509796
X276_26540;91.19822003;110.0299086;147.2441915;236.2523483;239.8111022;192.0477183
X276_26535;133.429214;67.79620632;143.5738818;164.9234492;60.02743655;70.31255259
X276_26530;14.76789359;21.11685115;161.4936294;373.7870765;229.0599196;111.7654754
X276_26525;15.28606529;27.78533046;144.8692852;319.0096346;201.8833189;98.1227413
X276_26520;1180.136058;1755.662414;2092.508364;1786.572179;1022.258285;948.6947394
X276_26515;709.6361496;1445.578126;1240.9965;733.1901485;705.6956844;719.9165832
X276_26510;637.092111;624.9846998;455.3343108;460.485186;659.1072262;579.8161986
X276_26505;103.8934268;130.7762887;160.198226;184.2334826;138.2721548;124.8834889
X276_26500;6012.605376;4148.535073;7198.556942;27096.50891;19531.31518;10373.20039
X276_26495;163.7422587;111.882264;116.58631;134.3820697;123.9372446;133.2790176
X276_26490;228.5137218;124.1078094;131.9152508;200.3908576;260.7161796;195.7207621
X276_26485;2141.085484;1296.648755;7519.169294;16342.39659;19345.25999;9893.081093
X276_26480;659.891666;369.7301307;1936.62815;4848.394731;6045.151098;3066.991566
X276_26475;59.07157434;33.34239655;143.5738818;438.2195352;530.0930342;300.6648704
X276_26470;414.2782779;304.8976929;348.0317255;269.9463863;268.1822787;273.9041228
X276_26465;429.3052574;285.6331971;303.7721078;203.5435161;169.9284149;181.5533074
X276_26460;1179.3588;790.2147983;740.107168;560.7791354;505.0069413;559.876818
X276_26455;471.7953372;185.2355364;236.1952281;1873.270288;916.5383222;366.7796586
X276_26450;251.0541909;1328.509267;1994.489504;599.3992023;369.7212261;258.6872271
X276_26840;15.02697944;13.70742969;22.88546085;63.84133516;88.99590095;30.95851196
X276_26445;382.4107181;386.4013289;301.613102;184.2334826;209.648062;220.3826275
X276_26440;5302.191969;4140.014239;4108.372025;2654.73552;1789.474626;1817.107236
X276_26435;1882.776889;1452.617076;1052.731199;1475.050108;1654.188911;1528.510938
X276_26430;4046.921014;3024.525838;2138.279286;2643.701216;2858.022725;2895.407949
X276_26425;121.7703506;57.79348736;52.03203836;39.60527274;37.92778329;40.92820225
X276_26420;168.405804;72.61233027;64.33837108;111.9193777;97.35793192;72.9361553
X276_26415;32.12664569;10.74366111;15.11304019;30.34433832;14.93219815;12.593293
X276_26410;115.5522902;83.35599138;116.8022106;208.6665862;210.2453499;132.2295765
X276_26405;122.806694;111.882264;69.51998486;58.12714158;98.25386381;101.7957851
X276_26400;1516.68858;2232.829156;3490.464582;2591.68235;1581.917072;1956.158179
X276_26395;1287.915772;1779.743034;1567.438168;927.4727302;886.375282;985.4251773
X276_26390;716.1132959;773.5436;708.5856842;1011.018181;1453.201524;1100.863696
X276_26385;1407.095264;1684.902439;1525.985258;1654.751644;2549.224868;1935.169358
X276_26380;346.3977846;409.0000644;450.3685976;429.1556419;481.7127122;389.8673625
X276_26375;1574.982897;1136.605251;1546.495812;1907.358408;877.7146071;883.6293922
X276_26370;833.7382729;1576.354415;1334.481449;886.2911282;1070.041319;886.7777155
X276_26365;841.2517626;1501.889729;1340.742565;1055.943565;952.3755978;797.0505028
X276_26360;104.1525127;155.5978506;146.8123904;181.6719476;183.0687493;165.8116912
X276_26355;244.5770446;343.7971556;294.7042836;394.8704804;395.7032509;366.7796586
X276_26350;119.1794921;154.8569084;139.903572;205.3168865;191.7294242;165.8116912
X276_26345;545.1166334;670.9231128;685.7002233;972.9892377;949.6878021;758.2211828
X276_26340;3065.244719;2777.792104;2433.415371;2074.44931;1644.930948;1608.793181
X276_26335;753.9398304;130.7762887;544.5012479;6736.837188;5458.614355;1587.279639
X276_26330;65.03054894;70.38950383;353.2133392;708.757045;537.5591333;308.5356785
X276_26325;488.6359176;402.3315851;967.4504725;1613.570042;1168.593827;777.6358428
X276_26320;6326.876515;2866.33469;4344.135451;6068.867663;3114.856533;2203.826275
X276_26315;132.6519564;112.6232061;192.7992127;287.8771317;239.8111022;164.2375296
X276_26310;232.6590954;95.58153678;515.570571;1887.851334;1336.431734;715.7188189
X276_26305;175.1420362;80.76269387;374.1556949;1601.156449;1024.647437;525.7699828
X276_26300;1018.2074;898.7628226;1224.803957;2237.599389;1690.32483;1183.769542
X276_26295;1960.761731;2127.985842;2690.121153;4649.974285;3800.244428;2479.30456
X276_26290;225.1456057;205.6114454;218.491381;281.3747735;258.3270279;238.2231259
X276_26285;170.219405;152.2636109;153.9371093;133.7909462;151.7111332;170.0094555
X276_26280;174.1056928;164.1186852;172.7204593;147.1897449;170.2270589;208.8387756
X276_26275;223.8501764;197.4610818;215.0369718;224.4298788;228.7612756;258.1625065
X276_26270;107.2615429;103.7319004;102.1209716;88.86556221;103.6294551;122.2598862
X276_26265;145.3471632;139.2971234;151.1304019;129.2589996;142.1545264;178.4049842
X276_26260;171.7739201;154.4864374;165.3798398;167.6820254;171.7202787;216.7095837
X276_26255;93.78907856;88.17211533;97.58705949;101.082114;113.4847059;137.4767819
X276_26250;125.1384667;111.882264;127.3813387;148.3719919;166.6433313;174.2072198
X276_26245;34.19933251;39.26993372;40.80520851;40.59047853;51.66540559;59.29342121
X276_26240;458.5819587;5791.944752;9544.74848;15128.62306;6316.917104;6116.142634
X276_26235;248.4633324;318.9755937;399.4160621;677.624542;333.2866626;318.5053688
X276_26230;166.3331172;220.0598172;294.7042836;536.1489906;419.296124;303.8131936
X276_26225;1833.291491;1807.157893;2450.903317;3761.121622;3245.065301;2514.985556
X276_26220;1951.43464;1594.137026;2048.680548;1038.01282;939.5339074;1033.699467
X276_26215;273.5946601;187.0878918;248.2856602;302.0640951;293.5670156;284.3985336
X276_26210;366.0883094;249.6975031;307.8742187;479.204096;385.5493561;373.6010257
X276_26205;888.1463019;807.9974098;930.5314744;1202.345145;949.3891582;985.9498978
X276_26200;5571.641255;3728.050406;4343.70365;6125.221434;4324.663227;4670.537542
X276_26195;8.549833128;2.59329751;4.533912056;9.063893263;7.16745511;9.444969751
X276_26190;11.3997775;0.740942146;4.318011482;18.52186884;12.84169041;14.16745463
X276_26185;17.61783796;2.222826437;6.261116649;21.87156853;21.50236533;13.11801354
X276_26180;1579.387356;1147.719384;2904.942225;938.1129527;1081.688434;1224.173024
X276_26170;2449.656734;2132.801966;2202.401756;1365.692265;1415.871028;1303.930546
X276_26165;59.07157434;84.4674046;83.76942275;83.15136863;63.01387618;75.559758
X276_26160;15.02697944;15.55978506;18.56744937;20.88636274;13.14033437;19.41466004
X276_26155;2.590858524;7.409421456;3.67030976;4.72898779;2.986439629;7.346087584
X276_26150;147.41985;319.3460648;232.0931172;170.0465193;199.1955233;156.3667214
X276_26145;152.0833953;301.1929822;193.662815;162.5589553;178.8877338;166.3364117
X276_26140;24465.73613;22905.48549;14336.66172;24028.38104;7907.793495;15837.64011
X276_26135;118.4022345;80.02175172;98.01886064;172.0169308;56.74235296;65.06534717
X276_26130;143.2744764;71.87138812;73.40619519;182.6571534;50.7694737;65.59006771
X276_26125;7.254403866;0.370471073;0;2.955617368;0.298643963;0
X276_26120;21.24503989;7.779892529;7.556520094;9.852057895;25.08609289;28.85962979
X276_26115;140.9427037;184.4945943;175.7430673;225.0210023;223.9829722;143.7734284
X276_26110;55.44437241;37.78804943;106.8707842;385.609546;599.3784336;229.8275973
X276_26105;18.65418137;22.22826437;51.81613778;68.76736411;32.253548;38.30459954
X276_26100;145.0880773;153.7454952;152.8576065;191.1299232;175.3040062;167.3858528
X276_26095;309.8666794;286.3741393;294.0565819;238.2227599;206.3629784;219.3331864
X276_26090;492.0040336;443.4538741;409.9951902;350.3391787;271.1687183;290.6951801
X276_26085;816.120435;760.2066414;675.3369958;597.8228731;533.3781178;484.8417805
X276_26080;178.7692381;128.9239333;138.6081686;128.6678761;95.26742418;85.5294483
X276_26075;3627.979191;1468.547333;1606.300271;1506.773734;553.6859073;800.1988261
X276_26070;4.663545343;8.520834674;31.73738439;69.7525699;47.48439011;35.15627629
X276_26065;507.8082706;344.9085688;158.2551208;166.6968196;236.5260186;276.0030049
X276_26060;736.0629066;621.6504602;243.1040464;276.2517034;400.1829103;442.8641372
X276_26055;1581.719129;1566.351696;628.2706706;858.3112838;1110.656898;1096.665932
X276_26050;6297.599814;7796.193256;2604.624526;3613.931877;5326.315079;5209.950258
X276_26045;1791.060497;1826.422389;489.6625021;886.4881694;1237.281938;1134.445811
X276_26040;1001.366819;745.7582695;1245.530412;972.9892377;555.1791271;528.3935855
X276_26035;1261.748101;1470.029217;588.3290644;724.3232964;1024.647437;971.2577227
X276_26030;895.1416199;1179.209425;988.1769277;1072.10094;1074.520979;1221.549421
X276_26025;2715.478819;1866.803736;2209.958277;2646.853874;1915.801022;1948.812092
X276_26020;680.1003625;421.5960808;539.5355347;851.4148433;612.220124;650.6534717
X276_26015;1192.313093;795.0309222;523.7747928;684.5209825;1030.91896;1463.445591
X276_26010;1331.701281;999.9014255;709.2333859;887.8674575;1090.647753;1276.645078
X276_26005;60.88517531;57.79348736;35.8394953;43.94017821;46.58845822;61.91702392
X276_26000;207.5277677;182.6422389;143.3579812;162.7559964;176.7972261;175.7813815
X276_25995;152.0833953;122.9963962;103.2004744;97.338332;91.08640869;97.59802076
X276_25990;769.2258957;859.86336;840.7168356;639.2015162;725.7048299;853.7203213
X276_25985;301.0577605;330.4601969;326.0098669;299.1084777;400.1829103;324.2772948
X276_25980;14760.3801;14629.90266;11892.01952;11476.07112;14971.02186;12302.59782
X276_25975;1275.997823;1178.468483;954.2805375;1211.211998;1670.614329;1113.98171
X276_25970;1877.336086;1583.393365;1303.391766;1814.749064;2197.123635;1560.518891
X276_25965;3922.041633;3360.17263;2689.257551;3621.813523;4819.516274;3397.565507
X276_25960;3631.347307;2829.287583;2132.44997;2853.74709;4060.064676;2749.010918
X276_25955;7032.626377;5127.319648;4188.255237;6162.659254;7189.853408;4832.151468
X276_25950;4136.823805;1412.606201;994.6539449;2568.825576;2554.600459;1566.815538
X276_25945;4323.106533;1571.908762;1047.765486;2832.663686;2755.88649;1682.254057
X276_25940;9446.529263;6968.190408;6607.205269;7975.634948;10589.01899;9039.885492
X276_25935;13614.18428;8265.580105;8272.446397;10027.42453;13590.39082;11281.49165
X276_25930;4080.084003;2649.979584;2083.008739;2903.20442;3241.780218;2405.318963
X276_25925;8861.254323;5463.707382;4286.058197;5638.332733;7412.641804;4764.987239
X276_25920;21440.39063;14285.73504;10765.66623;13501.26014;19651.66869;14432.4385
X276_25915;15605.25906;14957.76956;12133.18046;11797.83933;15285.19531;12615.33126
X276_25910;4247.453464;3213.466085;2254.001994;2814.535899;4147.567357;2654.0365
X276_25905;7041.953467;5449.25901;3763.794708;4780.415532;7277.953377;4891.96961
X276_25900;6591.144084;5232.162961;3510.975136;4718.347567;6959.300268;4588.156417
X276_25895;3825.143524;2775.569277;1992.9782;2663.996455;4078.281958;2637.245443
X276_25890;10335.71191;7579.467678;5508.703148;7857.213212;11429.70175;7334.543732
X276_25885;2956.428661;1983.872595;1503.747499;2011.987263;2910.285419;1895.290597
X276_25880;3570.462131;2359.900734;1812.48532;2361.341236;3472.034713;2208.024039
X276_25875;6792.971963;4172.986164;3220.804764;4618.250659;6561.207866;4276.997135
X276_25870;4580.63787;2782.608228;2135.688479;3095.516591;4405.297097;2971.492428
X276_25865;2650.966441;1461.137911;1191.555268;1638.200187;2489.794719;1549.49976
X276_25860;3308.267249;1707.501175;1323.68642;2100.458743;2843.687815;1878.499539
X276_25855;4303.93418;2174.294726;1748.57875;2611.189424;3876.099995;2594.743079
X276_25850;2964.719409;1560.79463;1167.590305;1729.233202;2503.233697;1583.081874
X276_25845;6111.835257;3073.42802;2295.239003;3648.808162;5277.038825;3428.524019
X276_25840;2518.055399;1162.538226;891.8852716;1333.771598;1954.027449;1221.024701
X276_25835;3748.713198;1764.55372;1350.458091;2123.7096;2978.97353;1936.743519
X276_25830;5729.165453;2687.767633;1946.775477;3043.891807;4492.799778;2777.870548
X276_25825;4136.823805;1854.207719;1417.81907;2163.511914;3250.440893;1951.960415
X276_25820;5197.521284;2284.695106;1751.169557;2981.823842;4108.146354;2576.90258
X276_25815;1903.503757;797.9946908;595.6696839;1076.238804;1320.902248;877.3327457
X276_25810;4673.390605;2050.186917;1578.664998;2770.792762;3501.600465;2231.636464
X276_25805;10205.13264;4544.56865;3727.739312;6493.097276;7785.648114;5088.215093
X276_25800;5629.935572;2619.971427;2057.10067;3672.25606;4371.848973;2863.399996
X276_25795;6917.851344;3142.706111;2481.129398;4619.826988;5066.793475;3482.570235
X276_25790;2840.3582;1188.841673;1034.595551;1919.57496;1915.502378;1147.039104
X276_25785;2189.534538;950.9992439;755.8679099;1451.405169;1405.41849;904.6182139
X276_25780;1245.166606;544.592477;406.1089799;975.1566904;788.7187061;537.3138347
X276_25775;3655.960463;1889.032;1826.518857;2887.83521;2720.646502;1924.674947
X276_25770;5054.246808;2918.941583;2623.407876;4199.932281;3998.245376;3004.025101
X276_25765;7409.07812;3815.85205;3573.586303;6013.696139;5204.766986;3853.022938
X276_25760;10041.13129;4239.670957;4298.58043;8037.899954;6316.021172;4462.748207
X276_25755;5669.316622;2150.955049;2190.527225;4266.532192;3327.192391;2320.314235
X276_25750;285.2535235;287.8560236;303.9880083;386.2006695;387.042576;434.9933291
X276_25745;253.3859636;262.6639906;264.2623027;324.3297459;329.1056472;380.9471133
X276_25740;193.01896;173.7509331;183.515488;193.2973759;204.5711146;224.5803918
X276_25735;237.8408125;207.4638008;196.0377213;203.9375984;251.7568608;261.8355503
X276_25730;2979.487302;2046.482206;1685.319881;2141.049222;2839.805444;2161.848632
X276_25725;3285.208608;2316.555618;1923.458215;2644.292339;2999.878608;2302.998458
X276_25720;56.73980167;16.3007272;28.28297521;254.9712583;401.9747741;120.161004
X276_25715;496.9266648;763.540881;677.280101;383.8361756;439.9025574;470.6743259
X276_25710;360.9065923;463.088841;417.3358097;240.3902126;267.2863468;294.3682239
X276_25705;473.0907664;451.6042377;493.1169112;319.7977993;313.2775171;312.7334429
X276_25700;388.8878644;361.209296;375.4510984;265.4144397;212.6345016;228.2534356
X276_25695;730.103932;470.8687335;516.4341733;473.4899024;359.5673314;373.0763051
X276_25690;2985.964449;1242.930449;1524.258053;779.2977795;470.0655977;653.2770744
X276_25685;607.5563238;250.8089163;392.0754426;252.4097233;147.2314737;221.4320686
X276_25680;4655.513681;3809.183571;3519.82706;3102.413031;3078.720614;2902.229316
X276_25675;166.8512889;157.4502059;200.5716333;114.0868304;114.6792818;114.3890781
X276_25670;267.1175138;173.7509331;197.7649259;443.5396464;1044.357938;507.9294844
X276_25665;230.8454945;160.0435034;751.3339979;1392.489863;1209.806694;775.5369606
X276_25660;241.2089286;245.9927923;378.2578058;310.5368648;347.6215729;370.4527024
X276_25655;821.5612379;657.9566253;870.0793136;957.6200274;1010.611171;1253.557374
X276_25650;166.8512889;225.9873544;245.0471516;213.0014917;249.964997;216.7095837
X276_25645;2617.026195;3305.713383;3855.552452;2101.64099;1490.532019;1356.4026
X276_25640;5206.848375;4804.639343;4842.865778;1689.430888;1546.37844;1867.480408
X276_25635;102.3389117;77.05798314;63.04296764;31.32954411;53.75591333;55.09565688
X276_25630;267.1175138;242.2880816;177.2543713;113.2986658;212.6345016;220.9073481
X276_25625;293.2851849;275.6304782;218.9231821;200.5878987;416.9069723;376.2246284
X276_25620;356.5021329;328.2373705;285.420559;275.2664976;367.0334304;311.6840018
X276_25615;143.5335622;220.4302883;116.58631;65.81174674;61.52065636;69.2631115
X276_25610;1843.39584;2667.762195;1691.149197;1096.928126;1589.980459;1776.703754
X276_25605;43.5264232;20.375909;36.05539587;320.5859639;589.8218268;239.7972876
X276_25600;656.7826358;328.6078416;936.3607899;805.7012946;482.9072881;571.4206699
X276_25595;1317.969731;633.1350634;1089.434297;2175.137342;1168.593827;1265.101226
X276_25590;814.5659198;399.3678165;552.2736686;2180.654494;1081.091146;1215.252775
X276_25585;261.6767109;132.9991151;205.5373465;947.5709283;393.9113871;409.2820225
X276_25580;536.8258861;276.7418914;406.9725822;2309.125329;975.9684709;1006.413999
X276_25575;681.3957917;347.8723374;495.0600164;3628.11884;1523.382855;1501.22547
X276_25570;882.1873273;684.6305425;826.0355965;8668.037577;1876.977307;1699.045114
X276_25565;8.549833128;8.891305747;8.851923538;7.487564;5.375591333;5.247205417
X276_25560;2588.267665;321.1984201;62.17936534;599.00512;457.5225512;503.73172
X276_25555;568.4343601;52.23642126;9.283724686;84.33361558;68.09082355;99.69690292
X276_25550;816.8976925;70.7599749;16.40844363;63.25021168;86.60674925;119.6362835
X276_25545;2077.60945;185.9764785;28.71477636;89.06260337;298.345319;364.6807765
X276_25540;1667.735632;452.715651;390.7800391;270.1434275;241.90161;299.6154293
X276_25535;81.87112935;31.11957012;30.8737821;76.25492811;53.75591333;45.12596659
X276_25530;128.2474969;71.50091705;71.6789906;136.5495224;117.0684335;109.1418727
X276_25525;1239.466718;842.0807485;541.4786398;671.319225;799.4698888;555.6790537
X276_25520;814.306834;459.7546013;305.7152129;370.8314592;452.1469599;351.5627629
X276_25515;1811.269194;880.239269;617.4756419;920.3792485;870.8457959;787.6055331
X276_25510;660.6689235;304.1567508;265.125905;162.7559964;269.0782106;471.1990464
X276_25505;825.7066115;321.9393623;340.9070065;313.2954411;466.1832261;504.2564406
X276_25500;19.43143893;13.70742969;20.94235569;26.99463863;20.90507741;36.73043792
X276_25495;60.3670036;55.20018985;84.2012239;4187.518688;670.1570528;151.6442366
X276_25490;211.4140555;294.8949739;288.6590676;1822.433669;469.4683097;284.3985336
X276_25485;153.6379105;215.2436933;200.7875339;332.0143511;193.222644;125.93293
X276_25480;472.3135089;563.1160307;579.0453397;802.351595;511.8757525;375.1751873
X276_25475;1627.577325;3395.737853;3682.400192;5399.912932;15163.94586;18579.82966
X276_25470;21.24503989;28.15580153;25.69216832;20.88636274;16.126774;19.93938058
X276_25465;11.3997775;12.2255454;5.181613778;4.531946632;7.16745511;11.54385192
X276_25460;5.4408029;9.26177682;4.74981263;5.123070105;9.556606814;15.74161625
X276_25455;15.02697944;31.49004119;16.40844363;18.52186884;38.82371518;35.68099684
X276_25450;5.958974604;14.44837184;6.045216075;6.305317053;6.271523222;5.247205417
X276_25445;3.109030228;5.557066092;3.67030976;1.576329263;2.090507741;3.14832325
X276_25440;212.4503989;213.0208669;277.6481383;183.6423592;79.7379381;105.9935494
X276_25435;50.00356951;34.0833387;20.72645511;14.38400453;16.72406192;22.56298329
X276_25430;172.2920918;43.34511552;24.61266545;17.73370421;16.42541796;24.66186546
X276_25425;273.853746;91.13588391;44.47551826;39.8023139;42.40744274;50.89789254
X276_25420;33015.82834;22266.05242;28353.5747;38006.48078;3281.201221;990.1476622
X276_25415;1087.124237;539.0354109;977.1659984;644.7186686;134.0911394;44.0765255
X276_25410;1018.984657;311.1957012;635.3953896;550.7300363;115.2765697;32.00795304
X276_25405;1892.881237;544.2220059;1278.995001;929.640183;209.648062;63.49118555
X276_25400;1805.051133;454.1975353;1188.53266;972.5951554;307.6032818;166.3364117
X276_25395;724.1449574;180.4194125;152.2099047;501.666788;618.4916472;749.8256541
X276_25390;40.93556467;86.31975996;98.66656236;73.89043421;44.79659444;48.27428984
X276_25385;42.74916564;17.41214042;15.32894076;28.76800905;31.35761611;23.08770383
X276_25380;2659.516275;5564.475513;6290.047326;3855.701378;2932.683716;2745.337874
X276_25375;58.55340264;59.64584272;56.13414927;60.29459432;47.18574614;37.25515846
X276_25370;37.82653445;42.2337023;130.1880462;287.8771317;142.1545264;97.07330021
X276_25365;32.6448174;71.13044598;65.8496751;66.59991137;75.25827866;55.62037742
X276_25360;239.6544134;334.1649077;356.2359473;499.105253;441.0971333;378.8482311
X276_25355;4037.593923;1750.475819;1524.473954;665.2109491;1196.965003;1648.671942
X276_25350;16.58149455;32.97192548;39.94160621;79.99871011;98.85115173;70.31255259
X276_25345;4.663545343;8.150363602;9.715525835;8.47276979;8.362030962;8.920249209
X276_25340;16.06332285;19.63496686;20.72645511;14.975128;13.14033437;18.36521896
X276_25335;147.9380217;72.2418592;93.05314744;106.7963076;211.1412818;260.7861092
X276_25330;87.31193225;186.7174207;248.9333619;586.5915271;144.842322;95.49913859
X276_25325;158.5605416;134.1105284;136.880964;231.7204017;777.9675234;792.328018
X276_25320;255.4586504;145.5951316;146.3805892;98.52057895;81.52980188;112.2901959
X276_25315;41.19465053;35.93569406;40.37340736;71.32889916;130.8060558;75.559758
X276_25310;22.2813833;17.04166935;33.46458899;204.3316807;229.9558515;144.8228695
X276_25305;686.0593371;584.2328818;636.9066936;1243.526747;893.2440931;655.9006771
X276_25300;111.1478307;28.89674368;48.79352975;313.0983999;774.3837959;260.7861092
X276_25295;1993.665634;1127.713946;633.0204833;718.806144;1535.925901;2599.990284
X276_25290;62.69877627;43.71558659;39.94160621;50.44253642;54.95048918;47.74956929
X276_25285;152.8606529;179.3079992;166.4593426;146.2045392;131.4033437;125.4082095
X276_25280;318.1574267;231.5444205;184.3790903;183.2482768;202.1819629;159.5150447
X276_25275;175.6602079;483.0942789;145.7328875;2663.602372;1098.113852;987.5240595
X276_25270;201.5687931;617.2048073;136.2332623;1929.8211;832.6193687;882.5799511
X276_25265;213.7458282;760.2066414;145.0851858;1144.020963;589.5231828;752.4492568
X276_25260;37.82653445;23.33967759;17.05614535;26.60055632;42.40744274;62.966465
X276_25255;66.32597821;33.71286762;30.22608037;66.79695253;80.63386999;109.6665932
X276_25250;82.64838691;139.6675944;82.25811873;84.13657442;146.6341858;153.7431187
X276_25245;43.5264232;85.20834674;37.56669989;53.00407147;91.38505266;64.54062663
X276_25240;102.3389117;208.2047429;123.9269295;181.4749064;237.7205945;170.5341761
X276_25235;1137.127806;1040.282772;1013.221394;3281.720485;16210.9916;19353.79246
X276_25230;249.24059;273.4076517;283.0456526;220.2920145;222.7883963;223.5309508
X276_25225;587.865799;567.1912125;684.8366211;682.550571;538.4550652;538.8879963
X276_25220;3234.945953;4611.994385;4919.942283;3458.663445;3673.0221;4004.142454
X276_25215;6467.819219;7818.42152;7014.177851;6783.732984;7202.09781;7209.660243
X276_25210;6599.953003;7527.601728;6899.102845;6875.751205;7195.826287;6883.808787
X276_25205;7976.476137;8294.84732;8018.763223;9085.961873;8403.243829;8283.238471
X276_25200;7828.019943;8172.221395;7988.968943;7994.156817;7301.844894;6744.757843
X276_25195;989.9670419;894.3171697;636.2589919;407.2840734;478.7262726;438.1416523
X276_25190;224.3683482;303.0453375;279.1594423;190.1447174;173.2134985;210.9376578
X276_25185;124.1021233;132.6286441;131.6993502;141.0814691;107.8104706;99.69690292
X276_25180;101.5616541;78.16939636;53.54334238;32.51179105;38.22642726;35.68099684
X276_25175;298.4669019;271.1848253;224.1047959;129.8501231;154.6975728;179.4544253
X276_25170;183.1736976;162.2663299;118.9612163;71.72298147;77.05014244;100.746344
X276_25165;1110.701049;1247.746573;1067.628339;608.6601367;755.5692262;883.6293922
X276_25160;2512.873682;1019.906863;717.0058066;512.3070105;254.4446564;263.4097119
X276_25155;10418.10121;5344.415696;3591.50605;2324.297499;1650.605183;1727.904744
